District,Ad,FM_Numbers,BDI,Short_Description,Number_of_Contracts_Awarded,Contract_Threshold,Major_Work_Types,Minor_Work_Types,Under_Utilized_Work_Groups,Contract_Amount_Limit,Advertisement_Date,Response_Deadline_Date_Time,Shortlist_Selection_Date,Final_Selection_Date,Selection_Method,Standard_Notes
04,23422,,No,CEI Services for SR-93/I-75 from Sheridan St to Griffin Rd,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,172,296.00",05/31/2022,06/14/2022 05:00 PM,07/11/2022,08/01/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23423,,Yes,SR-820/Hollywood Blvd and SR-736/Davie Road,2,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing",,"$1,079,421.00",05/23/2022,06/15/2022 05:00 PM,07/04/2022,08/08/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
04,23424,,No,D/W Treasure Coast CEI Consultant Contract Const. Support,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,500,000.00",08/01/2022,08/15/2022 05:00 PM,09/12/2022,10/03/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23425,,No,PD&E Services for SR-5/US-1 at SR-838/Sunrise Boulevard,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design"," 3.1-Minor Highway Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$1,500,000.00",05/23/2022,06/07/2022 05:00 PM,07/04/2022,08/08/2022, Letter of Response and Oral Presentation, Standard Note 8 
04,23426,,No,SR-710 FROM MARTIN/OKEECHOBEE CO LINE TO FPL POWER PLANT,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing", GROUP 7-Traffic Operations Design,"$1,099,999.00",12/12/2022,12/27/2022 05:00 PM,01/16/2023,02/20/2023, Letter of Response and Interview, Standard Note 8 
04,23427,,No,General Engineering Consultant (GEC),1,Technically Prequalified & Unlimited Audit required, 11.0-Engineering Contract Admin. and Management," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 3.2-Major Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 4.3.1-Complex Bridge Design - Concrete 
 4.3.2-Complex Bridge Design - Steel 
 4.4-Movable Span Bridge Design 
 5.4-Bridge Load Rating 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 13.3-Policy Planning 
 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning 
 13.6-Land Planning/Engineering 
 13.7-Transportation Statistics 
 14.0-Architect 
 15.0-Landscape Architect 
 21.0-Acquisition, Negot., Closing, & Order of Taking 
 22.0-Acquisition Business Damage Estimating & Estimate Review 
 24.0-Acquisition Relocation Assistance 
 25.0-Right of Way Clearing and Leasing 
 99.0-Other Professional Services"," GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 7-Traffic Operations Design","$30,000,000.00",07/05/2022,07/19/2022 05:00 PM,08/08/2022,09/26/2022, Letter of Response and Interview, Standard Note 8 
04,23429,,No,Resurfacing of SR838/Sunrise Blvd from SR817/University Dr.,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$713,257.00",06/13/2022,06/27/2022 05:00 PM,07/18/2022,08/22/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
04,23430,,No,Continuing  Services PD&E/ETDM Support  Activities,1,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 13.5-Subarea/Corridor Planning 
 13.6-Land Planning/Engineering 
 13.7-Transportation Statistics", GROUP 4-Highway Design - Bridges,"$5,000,000.00",06/13/2022,06/27/2022 05:00 PM,07/18/2022,08/22/2022, Letter of Response and Interview, Standard Note 8 
04,23431,,No,CEI Services at SR-710/Beeline HWY to SR-708/Blue Heron BLVD,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",,,"$9,855,651.00",10/17/2022,10/31/2022 05:00 PM,11/28/2022,12/19/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23432,,No,Districtwide Minor Project Design Consultant,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 4.4-Movable Span Bridge Design 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$1,500,000.00",07/05/2022,07/19/2022 05:00 PM,08/15/2022,09/05/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
04,23433,,No,Design Services for SR-5/US-1 from Palmetto Park Rd to SR/85,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$700,000.00",06/20/2022,07/05/2022 05:00 PM,07/25/2022,08/29/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
04,23434,,No,RRR on SR-60 from North of  Fort Drum Wild life Entrance,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$1,287,945.00",06/27/2022,07/11/2022 05:00 PM,08/01/2022,09/05/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
04,23435,,No,A1A Multimodal Study,1,Technically Prequalified & Unlimited Audit required, 13.5-Subarea/Corridor Planning, 13.6-Land Planning/Engineering,,"$800,000.00",07/18/2022,08/01/2022 05:00 PM,08/29/2022,09/19/2022, Letter of Response and Interview, Standard Note 9 
04,23436,,No,SR-869/SW 10 St Connector TSM&O Smart Work Zone,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$2,000,000.00",07/18/2022,08/01/2022 05:00 PM,08/29/2022,09/19/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23437,,No,SR-824/Pembroke Rd from E of SW 62nd Avenue to SW 31st Ave,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.4.1-Standard Foundation Studies"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$835,652.00",07/25/2022,08/08/2022 05:00 PM,08/29/2022,10/03/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
04,23438,,No,Continuing Services for LAP Project Delivery,2,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$1,500,000.00",08/01/2022,08/15/2022 05:00 PM,09/05/2022,10/10/2022, Letter of Response and Interview, Standard Note 8 
04,23440,,No,D/W MATERIALS LAB MATERIAL TESTING & CONSTRUCTION SUPPORT,1,Technically Prequalified & Unlimited Audit required," 9.3-Highway Materials Testing 
 10.3-Construction Materials Inspection",,,"$1,500,000.00",09/06/2022,09/19/2022 05:00 PM,10/17/2022,11/07/2022, Letter of Response and Abbreviated Technical Proposal," Standard Note 9  
 Standard Note 10  
 Standard Note 11  
 Standard Note 12"
04,23441,,No,CEI Services for SR-800/Spanish River BLVD over ICWW,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",,,"$1,827,514.00",10/10/2022,10/24/2022 05:00 PM,11/21/2022,12/12/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23442,,No,CEI Services for Safety Improvements in Broward County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,439,441.00",09/12/2022,09/26/2022 05:00 PM,10/24/2022,11/14/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23443,,No,Continuing Services Contract for Traffic Operations,1,Technically Prequalified & Unlimited Audit required, 6.1-Traffic Engineering Studies,,,"$5,000,000.00",03/07/2022,03/21/2022 05:00 PM,04/11/2022,05/16/2022, Letter of Response and Interview, Standard Note 9 
04,23444,,No,CEI Services at SR-9/I-95 from N of Gatlin Boulevard,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$712,343.00",09/19/2022,10/03/2022 05:00 PM,10/31/2022,11/21/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23445,,No,"Continuing Services for Surveying, Mapping and SUE",2,Technically Prequalified & Unlimited Audit required," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping", 8.3-Photogrammetric Mapping,,"$5,000,000.00",09/12/2022,09/26/2022 05:00 PM,10/17/2022,11/21/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
04,23447,,Yes,D/W Minor Project Design Consultant,2,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 3.2-Major Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 4.4-Movable Span Bridge Design 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$1,500,000.00",10/03/2022,10/17/2022 05:00 PM,11/14/2022,12/05/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
04,23449,,No,SR-9/I-95 N of Bridge Rd  and  SR-9/I-95 S of Kanner Hwy,1,Technically Prequalified & Unlimited Audit required, 3.3-Controlled Access Highway Design," 3.2-Major Highway Design 
 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$3,143,994.00",09/26/2022,10/10/2022 05:00 PM,10/31/2022,12/05/2022, Letter of Response and Interview, Standard Note 8 
04,23451,,Yes,CEI Services for SR A1A ATMS Deployment,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,009,104.00",01/09/2023,01/24/2023 05:00 PM,02/20/2023,03/13/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
04,23452,,No,CEI Services for resurfacing SR-15/US-98 fr PB/Martin Cty,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$2,322,838.00",10/17/2022,10/31/2022 05:00 PM,11/28/2022,12/19/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23453,,No,CEI Services for Bridge Painting of SR A1A/17th Causeway,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$661,027.00",09/26/2022,10/10/2022 05:00 PM,11/07/2022,11/28/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23454,,No,SR-5/US-1 from 5 miles S of SE Dixie Hwy to S of SE Heritage,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect",,"$1,224,175.00",10/10/2022,10/24/2022 05:00 PM,11/14/2022,12/19/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
04,23455,,Yes,CEI Services for SR-7 fr N of SR-80/Southern BLVD to SR-704,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$769,465.00",10/31/2022,11/15/2022 05:00 PM,12/12/2022,01/09/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
04,23456,,No,SR-714/SW Martin Hwy from E of SW Stuart W Blvd.,1,Technically Prequalified & Unlimited Audit required," 3.2-Major Highway Design 
 4.1.1-Miscellaneous Structures"," 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$641,514.00",10/17/2022,10/31/2022 05:00 PM,11/21/2022,12/19/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
04,23457,,No,Continuing Services Plans Review Support,1,Technically Prequalified & Unlimited Audit required," 3.2-Major Highway Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization"," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.4-Movable Span Bridge Design 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$5,000,000.00",10/24/2022,11/07/2022 05:00 PM,11/28/2022,01/09/2023, Letter of Response and Interview, Standard Note 8 
04,23458,,No,CEI Services for SR-5/US-1 fr N of SR-70/Virginia Ave,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$643,113.00",11/07/2022,11/21/2022 05:00 PM,12/19/2022,01/09/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23459,,No,SR-5/US1 from South of Atlantic Blvd to North of Sample Road,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 15.0-Landscape Architect", GROUP 7-Traffic Operations Design,"$875,765.00",10/24/2022,11/07/2022 05:00 PM,11/28/2022,01/09/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
04,23460,,No,CEI Services for SR-9/I-95 fr S of SW 10 ST to N Hillsboro,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.5.1-Major Bridge CEI - Concrete",,,"$45,824,000.00",10/31/2022,11/14/2022 05:00 PM,12/05/2022,01/09/2023, Letter of Response and Interview," Standard Note 9  
 Standard Note 10 "
04,23461,,No,CEI Services for SR-9/I-95 at 6th Ave South,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,222,681.00",11/21/2022,12/07/2022 05:00 PM,01/09/2023,01/23/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23462,,No,CEI Services for SR-5/US-1 fr SE Contractors Way to N Jensen,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,085,383.00",11/28/2022,12/12/2022 05:00 PM,01/09/2023,01/30/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23463,,No,SR-9/I-95 PD&E FROM MIAMI-DADE/BROWARD COUNTY LINE,1,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.3-Controlled Access Highway Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$6,000,000.00",11/14/2022,11/30/2022 05:00 PM,12/19/2022,01/30/2023, Letter of Response and Oral Presentation, Standard Note 8 
04,23465,,No,CR-713/High Meadows Ave. from I-95 to CR-714/Martin Hwy,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design"," 7.2-Lighting 
 7.3-Signalization 
 9.1-Soil Exploration", GROUP 7-Traffic Operations Design,"$2,000,000.00",12/12/2022,12/26/2022 05:00 PM,01/17/2023,02/20/2023, Letter of Response and Interview, Standard Note 8 
04,23466,,No,CEI Services for SR-9/I-95 NB Off Ramp at Indiantown Rd,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",,,"$783,199.00",01/03/2023,01/18/2023 05:00 PM,02/13/2023,03/06/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23467,,No,SR-9/I-95 FROM SOUTH OF LINTON BLVD/CR-782 TO 6TH AVE SOUTH,2,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.2-Major Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 4.2.1-Major Bridge Design - Concrete 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$3,500,000.00",12/19/2022,01/04/2023 05:00 PM,01/23/2023,03/07/2023, Letter of Response and Oral Presentation, Standard Note 8 
04,23469,,No,CEI Services at SR-5/US-1 fr NE 17 Way to SE 7th St,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,182,586.00",01/30/2023,02/13/2023 05:00 PM,03/13/2023,04/03/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23471,,No,CEI Services for SR-7,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",,,"$7,690,006.00",01/09/2023,01/23/2023 05:00 PM,02/06/2023,04/03/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23473,,No,SR-9/I-95 at Oslo Road Interchange,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$9,528,218.00",10/24/2022,11/07/2022 05:00 PM,11/28/2022,01/16/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 10 "
04,23474,,No,SR-656/17th St East end of Bridge,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,638,858.00",10/24/2022,11/07/2022 05:00 PM,11/28/2022,01/16/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 10 "
05,22552,,No,TRUCK PARKING - CENTRAL FLORIDA CORRIDOR,1,Technically Prequalified & Unlimited Audit required, 14.0-Architect," 3.2-Major Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 9.5-Geotechnical Specialty Lab Testing 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$2,000,000.00",01/18/2022,02/01/2022 05:00 PM,02/21/2022,03/21/2022, Letter of Response and Interview, Standard Note 8 
05,22557,,No,CSC Environmental Management Office,1,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies,,,"$5,000,000.00",08/10/2021,08/24/2021 05:00 PM,,, Letter of Response and Interview, Standard Note 9 
05,22568,,No,CSC LAP CEI,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00",11/29/2021,12/13/2021 05:00 PM,01/03/2022,01/18/2022, Letter of Response and Abbreviated Technical Proposal," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
05,23501,,No,TSM&O Design Continuing Services Contract,1,Technically Prequalified & Unlimited Audit required, 6.3.1-Intelligent Trans Systems Analysis & Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$5,000,000.00",03/14/2022,03/28/2022 05:00 PM,04/18/2022,05/16/2022, Letter of Response and Interview, Standard Note 8 
05,23502,,No,ROW CSC 07,2,Technically Prequalified & Unlimited Audit required," 21.0-Acquisition, Negot., Closing, & Order of Taking 
 24.0-Acquisition Relocation Assistance"," 8.2-Design, Right of Way, Construction Surveying 
 13.6-Land Planning/Engineering 
 14.0-Architect 
 22.0-Acquisition Business Damage Estimating & Estimate Review 
 25.0-Right of Way Clearing and Leasing", GROUP 13-Planning,"$5,000,000.00",03/14/2022,03/28/2022 05:00 PM,04/18/2022,05/16/2022, Letter of Response and Interview, Standard Note 8 
